kural_number,couplet,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
668,எண்ணிய எண்ணியாங்கு எய்து எண்ணியார் திண்ணியர் ஆகப் பெறின்.,0.5307231,0.5808353,0.5180171,0.54940164,0.6038984,0.5018342,0.56911826,0.49041846,0.57933605,0.59524566,loyalty.virtue,0.6038984
669,உருவுகண்டு எள்ளாமை வேண்டும் உருள்பெருந்தேர்க்கு அச்சாணி அன்னார் உடைத்து.,0.5092281,0.5410311,0.49042138,0.5210671,0.55202484,0.49273533,0.5319115,0.5581366,0.5770399,0.6217304,sanctity.vice,0.6217304
670,கலங்காது கண்ட வினைக்கண் துளங்காது தூக்கங் கடிந்து செயல்.,0.5282064,0.5852405,0.5018515,0.51008767,0.5330815,0.48533788,0.53648794,0.5213372,0.57179505,0.67541736,sanctity.vice,0.67541736
671,துன்பம் உறவரினும் செய்க துணிவாற்றி இன்பம் பயக்கும் வினை.,0.58989567,0.5639428,0.5541222,0.49055675,0.5372687,0.51177275,0.5118075,0.49010223,0.5193092,0.5142752,care.virtue,0.58989567
672,எனைத்திட்பம் எய் தியக் கண்ணும் வினைத்திட்பம் வேண்டாரை வேண்டாது உலகு.,0.5293712,0.5065608,0.5110511,0.44591007,0.5008145,0.5330796,0.49104986,0.56365526,0.5685711,0.49449888,sanctity.virtue,0.5685711
673,சூழ்ச்சி முடிவு துணிவெய்தல் அத்துணிவு தாழ்ச்சியுள் தங்குதல் தீது.,0.57687753,0.62667817,0.60171515,0.6226001,0.64479697,0.5909742,0.641226,0.58380216,0.57547164,0.65620714,sanctity.vice,0.65620714
674,தூங்குக தூங்கிச் செயற்பால தூங்கற்க தூங்காது செய்யும் வினை.,0.5114572,0.5237098,0.49895382,0.48303515,0.5060542,0.47262955,0.5349313,0.5090243,0.53322095,0.5754402,sanctity.vice,0.5754402
675,ஙல்லும்வா யெல்லாம் வினைநன்றே ஒல்லாக்கால் செல்லும்வாய் நோக்கிச் செயல்.,0.35256216,0.45333657,0.43822333,0.4999597,0.50147426,0.46720406,0.51097536,0.49472457,0.4847608,0.55964524,sanctity.vice,0.55964524
676,வினைபகை என்றிரண்டின் எச்சம் நினையுங்கால் தீயெச்சம் போலத் தெறும்.,0.4015625,0.47197133,0.4345956,0.43839327,0.4407412,0.38251862,0.42016006,0.41055253,0.47373727,0.56221545,sanctity.vice,0.56221545
677,பொருள்கருவி காலம் வினையிடனொடு ஐந்தும் இருள்தீர எண்ணிச் செயல்.,0.37136814,0.41379154,0.43487528,0.46521544,0.47708395,0.362605,0.47444415,0.37913093,0.42460036,0.49098134,sanctity.vice,0.49098134
678,முடிவும் இடையூறும் முற்றியாங்கு எய்தும் படுபயனும் பார்த்துச் செயல்.,0.58980274,0.6262246,0.68951565,0.5913092,0.66193867,0.5229692,0.6510606,0.55992424,0.57221526,0.62591374,fairness.virtue,0.68951565
679,செய்வினை செய்வான் செயன்முறை அவ்வினை உள்ளறிவான் உள்ளம் கொளல்.,0.5635886,0.6597994,0.6764706,0.6476585,0.7132371,0.61759114,0.70066005,0.63301694,0.61272126,0.65997237,loyalty.virtue,0.7132371
680,வினையான் வினையாக்கிக் கோடல் நனைகவுள் யானையால் யானையாத் தற்று.,0.30894879,0.35085464,0.30892318,0.342838,0.38111454,0.2868763,0.3873653,0.2857723,0.38032076,0.45450664,sanctity.vice,0.45450664
681,நட்டார்க்கு நல்ல செயலின் விரைந்ததே ஒட்டாரை ஒட்டிக் கொளல்.,0.502673,0.5111316,0.4848425,0.5147969,0.543517,0.45102975,0.561023,0.4335146,0.5349492,0.5715428,sanctity.vice,0.5715428
682,உறைசிறியார் உள்நடுங்கல் அஞ்சிக் குறைபெறின் கொள்வர் பெரியார்ப் பணிந்து.,0.5815563,0.52253294,0.5169712,0.49792945,0.5474648,0.53250307,0.5795394,0.5023127,0.5599306,0.5293674,care.virtue,0.5815563
683,அன்புடைமை ஆன்ற குடிப்பிறத்தல் வேந்தவாம் பண்புடைமை தூதுரைப்பான் பண்பு.,0.5130899,0.4105005,0.41392452,0.47582304,0.4615556,0.4161007,0.54307765,0.39085606,0.5552246,0.5245737,sanctity.virtue,0.5552246
684,அன்பறிவு ஆராய்ந்த சொல்வன்மை தூதுரைப்பார்க்கு இன்றி யமையாத மூன்று.,0.52104,0.4666887,0.51777357,0.55294037,0.59788936,0.54748476,0.5354776,0.55927634,0.57036686,0.5447878,loyalty.virtue,0.59788936
685,நூலாருள் நூல்வல்லன் ஆகுதல் வேலாருள் வென்றி வினையுரைப்பான் பண்பு.,0.569399,0.58323616,0.61044127,0.59552103,0.6159975,0.5743419,0.67520285,0.5496617,0.6226789,0.58712155,authority.virtue,0.67520285
686,அறிவுரு வாராய்ந்த கல்விஇம் மூன்றன் செறிவுடையான் செல்க வினைக்கு.,0.4562961,0.46682382,0.4883308,0.47263777,0.57419664,0.4784347,0.5177154,0.47384283,0.4820745,0.4726238,loyalty.virtue,0.57419664
687,தொகச் சொல்லித் தூவாத நீக்கி நகச்சொல்லி நன்றி பயப்பதாந் தூது.,0.65003496,0.537982,0.5361138,0.5293545,0.54266864,0.56082267,0.5921735,0.5079071,0.6324694,0.57048416,care.virtue,0.65003496
688,கற்றுக்கண் அஞ்சான் செலச்சொல்லிக் காலத்தால் தக்கது அறிவதாம் தூது.,0.52446526,0.5109802,0.5305732,0.5225547,0.54898226,0.47432798,0.58780205,0.46631768,0.5366978,0.53014207,authority.virtue,0.58780205
689,கடனறிந்து காலங் கருதி இடனறிந்து எண்ணி உரைப்பான் தலை.,0.65825623,0.63556504,0.7077827,0.647691,0.713113,0.59173244,0.7788995,0.5879137,0.66624105,0.6581188,authority.virtue,0.7788995
690,தூய்மை துணைமை துணிவுடைமை இம்மூன்றின் வாய்மை வழியுரைப்பான் பண்பு.,0.51683456,0.37957484,0.4647842,0.39044976,0.51339287,0.40463954,0.5018009,0.36717474,0.5262254,0.39300868,sanctity.virtue,0.5262254
691,விடுமாற்றம் வேந்தர்க்கு உரைப்பான் வடுமாற்றம் வாய்சேரா வன்க ணவன்.,0.6770473,0.65522957,0.6980269,0.6875116,0.6968748,0.69600934,0.74757236,0.7125841,0.7283112,0.7058861,authority.virtue,0.74757236
692,இறுதி பயப்பினும் எஞ்சாது இறைவற் கு உறுதி பயப்பதாம் தூது.,0.5082187,0.40766168,0.39792064,0.3407434,0.39554483,0.38966736,0.42766654,0.38421518,0.52551866,0.39894333,sanctity.virtue,0.52551866
693,அகலாது அணுகாது தீக்காய்வார் போல்க இகல்வேந்தர்ச் சேர்ந்தொழுகு வார்.,0.52587783,0.5708574,0.54058224,0.5593416,0.6001725,0.5430453,0.5352685,0.5915241,0.5752628,0.64428645,sanctity.vice,0.64428645
694,மன்னர் விழைப விழையாமை மன்னரால் மன்னிய ஆக்கந் தரும்.,0.3831422,0.32035005,0.3499172,0.36954194,0.33464903,0.39631173,0.4168068,0.47348914,0.40391266,0.35427684,authority.vice,0.47348914
695,போற்றின் அரியவை போற்றல் கடுத்தபின் தேற்றுதல் யார்க்கும் அரிது.,0.44220752,0.3562505,0.32120413,0.32454243,0.3696234,0.30112723,0.37169778,0.30993146,0.44045645,0.417059,care.virtue,0.44220752
696,செவிச்சொல்லும் சேர்ந்த நகையும் அவித்தொழுகல் ஆன்ற பெரியா ரகத்து.,0.4825307,0.49396494,0.45098886,0.5073963,0.52430165,0.46074897,0.53460765,0.45467383,0.5441082,0.5730514,sanctity.vice,0.5730514
697,எப்பொருளும் ஓரார் தொடரார்மற் றப்பொருளை விட்டக்கால் கேட்க மறை.,0.63472176,0.60419893,0.64203453,0.65389764,0.6584123,0.6224782,0.6501017,0.6298387,0.65663385,0.65581167,loyalty.virtue,0.6584123
698,குறிப்பறிந்து காலங் கருதி வெறுப்பில வேண்டுப வேட்பச் சொலல்.,0.6222258,0.6578805,0.7074707,0.6570359,0.66926336,0.6483188,0.6606371,0.7253335,0.65894747,0.67898726,authority.vice,0.7253335
699,வேட்பன சொல்லி வினையில எஞ்ஞான்றும் கேட்பினும் சொல்லா விடல்.,0.45580804,0.49588078,0.52384895,0.5041578,0.5085899,0.5229499,0.4916174,0.5671956,0.54122007,0.5399144,authority.vice,0.5671956
700,இளையர் இனமுறையர் என்றிகழார் நின்ற ஒளியோடு ஒழுகப் படும்.,0.39180756,0.42744067,0.36844212,0.40745848,0.38941932,0.42671406,0.35418117,0.41506138,0.44158033,0.47315407,sanctity.vice,0.47315407
701,கொளப்பட்டேம் என்றெண்ணிக் கொள்ளாத செய்யார் துளக்கற்ற காட்சி யவர்.,0.29582542,0.32258382,0.28928894,0.3055247,0.25563824,0.32562295,0.27713907,0.3750078,0.42647365,0.3848952,sanctity.virtue,0.42647365
702,பழையம் எனக்கருதிப் பண்பல்ல செய்யும் கெழுதகைமை கேடு தரும்.,0.4452694,0.46371615,0.44555447,0.46438283,0.4714858,0.4391086,0.43401048,0.48537076,0.49825263,0.5513211,sanctity.vice,0.5513211
703,கூறாமை நோக்கிக் குறிப்பறிவான் எஞ்ஞான்றும் மாறாநீர் வையக் கணி.,0.52779895,0.5300851,0.570624,0.5703953,0.56968975,0.53055197,0.57749635,0.5821058,0.58858395,0.62179863,sanctity.vice,0.62179863
704,ஐயப் படாஅது அகத்தது உணர்வானைத் தெய்வத்தோ டொப்பக் கொளல்.,0.41507858,0.4640561,0.38210255,0.43225938,0.41337493,0.44707835,0.46838412,0.42632943,0.5406739,0.54004955,sanctity.virtue,0.5406739
705,குறிப்பிற் குறிப்புணர் வாரை உறுப்பினுள் யாது கொடுத்தும் கொளல்.,0.61656696,0.629738,0.6059538,0.5834187,0.6612323,0.550229,0.6534807,0.57641405,0.656578,0.6706475,sanctity.vice,0.6706475
706,குறித்தது கூறாமைக் கொள்வாரோ டேனை உறுப்போ ரனையரால் வேறு.,0.63048846,0.5885019,0.63837475,0.5880875,0.6432897,0.5857132,0.6032761,0.64009833,0.61084807,0.5866345,loyalty.virtue,0.6432897
707,குறிப்பிற் குறிப்புணரா வாயின் உறுப்பினுள் என்ன பயத்தவோ கண்?,0.5606602,0.5375247,0.5256718,0.4851194,0.50372916,0.49890763,0.5341674,0.5080626,0.5636383,0.5465725,sanctity.virtue,0.5636383
708,அடுத்தது காட்டும் பளிங்குபோல் நெஞ்சம் கடுத்தது காட்டும் முகம்.,0.353866,0.3165031,0.36302128,0.31728357,0.26272604,0.3168366,0.32764286,0.31332007,0.39388993,0.34747928,sanctity.virtue,0.39388993
709,முகத்தின் முதுக்குறைந்தது உண்டோ உவப்பினும் காயினும் தான்முந் துறும்.,0.53775555,0.59899384,0.51847297,0.5353121,0.5270435,0.51632696,0.5331802,0.5080627,0.60848004,0.67149353,sanctity.vice,0.67149353
710,முகம்நோக்கி நிற்க அமையும் அகம்நோக்கி உற்ற துணர்வார்ப் பெறின்.,0.49777225,0.51763433,0.49090925,0.51955426,0.5162591,0.5054432,0.51672155,0.497327,0.532218,0.55138546,sanctity.vice,0.55138546
711,பகைமையும் கேண்மையும் கண்ணுரைக்கும் கண்ணின் வகைமை உணர்வார்ப் பெறின்.,0.54057413,0.5686325,0.57461554,0.5415834,0.62367386,0.57853293,0.5319535,0.6207153,0.52342874,0.5610107,loyalty.virtue,0.62367386
712,நுண்ணியம் என்பார் அளக்குங்கோல் காணுங்கால் கண்ணல்லது இல்லை பிற.,0.49916878,0.4954828,0.4758303,0.49862498,0.50269383,0.46147466,0.49334264,0.49677375,0.53723115,0.5459224,sanctity.vice,0.5459224
713,அவையறிநது ஆராய்ந்து சொல்லுக சொல்லின் தொகையறிந்த தூய்மை யவர்.,0.58783484,0.57578737,0.6385818,0.57111263,0.6510766,0.52958333,0.6280155,0.5271313,0.6749393,0.6157382,sanctity.virtue,0.6749393
714,இடைதெரிந்து நன்குணர்ந்து சொல்லுக சொல்லின் நடைதெரிந்த நன்மை யவர்.,0.65491104,0.5408495,0.6044599,0.53315216,0.6012707,0.5109522,0.6023403,0.5001371,0.64884907,0.55142385,care.virtue,0.65491104
715,அவையறியார் சொல்லல்மேற் கொள்பவர் சொல்லின் வகையறியார் வல்லதூஉம் இல்.,0.61059964,0.64491665,0.67020863,0.64675117,0.703323,0.6239667,0.7113259,0.63548213,0.6917128,0.6691337,authority.virtue,0.7113259
716,ஒளியார்முன் ஒள்ளிய ராதல் வெளியார்முன் வான்சுதை வண்ணம் கொளல்.,0.38939416,0.45916718,0.38783768,0.43906647,0.38111183,0.44011015,0.4335037,0.4836569,0.4684296,0.52297425,sanctity.vice,0.52297425
717,நன்றென்ற வற்றுள்ளும் நன்றே முதுவருள் முந்து கிளவாச் செறிவு.,0.4274966,0.39987206,0.3837436,0.43562552,0.4412116,0.3701473,0.4237667,0.3902339,0.47888893,0.516683,sanctity.vice,0.516683
718,ஆற்றின் நிலைதளர்ந் தற்றே வியன்புலம் ஏற்றுணர்வார் முன்னர் இழுக்கு.,0.41640273,0.39352348,0.4097119,0.40872064,0.4388608,0.39589843,0.46033573,0.42697567,0.44936633,0.43903655,authority.virtue,0.46033573
719,கற்றறிந்தார் கல்வி விளங்கும் கசடறச் சொல்தெரிதல் வல்லார் அகத்து.,0.50141495,0.5739383,0.52381474,0.5440823,0.5678767,0.54858273,0.57772106,0.5411712,0.59224176,0.6086944,sanctity.vice,0.6086944
720,உணர்வ துடையார்முன் சொல்லல் வளர்வதன் பாத்தியுள் நீர்சொரிந் தற்று.,0.554402,0.58170176,0.51701754,0.5468855,0.5384858,0.5271906,0.5878671,0.5598373,0.6113165,0.63657355,sanctity.vice,0.63657355
721,புல்லவையுள் பொச்சாந்தும் சொல்லற்க நல்லவையுள் நன்குசலச் சொல்லு வார்.,0.5302602,0.47945452,0.43958122,0.45156953,0.5144996,0.4261827,0.48728982,0.44818237,0.5953533,0.55508417,sanctity.virtue,0.5953533
722,அங்கணத்துள் உக்க அமிழ்தற்றால் தங்கணத்தார் அல்லார்முன் கோட்டி கொளல்.,0.42426583,0.49037117,0.3918839,0.46483022,0.442144,0.41847283,0.47341183,0.4560701,0.50761527,0.6021358,sanctity.vice,0.6021358
723,வகையறிந்து வல்லவை வாய்சோரார் சொல்லின் தொகையறிந்த தூய்மை யவர்.,0.50395364,0.52732974,0.58299595,0.5557572,0.5945636,0.5366805,0.570829,0.5331285,0.6030826,0.5918056,sanctity.virtue,0.6030826
724,கற்றாருள் கற்றார் எனப்படுவர் கற்றார்முன் கற்ற செலச்சொல்லு வார்.,0.5107479,0.57851833,0.57371676,0.5727908,0.59661555,0.5230865,0.59607375,0.53815347,0.526546,0.5680471,loyalty.virtue,0.59661555
725,பகையகத்துச் சாவார் எளியர் அரியர் அவையகத்து அஞ்சா தவர்.,0.4850804,0.54156107,0.51999193,0.5528756,0.5832,0.5879404,0.5204338,0.57958204,0.53315294,0.5731614,loyalty.vice,0.5879404
726,கற்றார்முன் கற்ற செலச்சொல்லித் தாம்கற்ற மிக்காருள் மிக்க கொளல்.,0.5187966,0.6016267,0.55131465,0.62380856,0.600626,0.57785726,0.5930749,0.57440406,0.5791702,0.6230157,fairness.vice,0.62380856
727,ஆற்றின் அளவறிந்து கற்க அவையஞ்சா மாற்றங் கொடுத்தற் பொருட்டு.,0.43093458,0.35625988,0.43161392,0.3936004,0.43529254,0.36641562,0.48454458,0.40006617,0.46048716,0.40874952,authority.virtue,0.48454458
728,வாளொடென் வன்கண்ணர் அல்லார்க்கு நூலொடென் நுண்ணவை அஞ்சு பவர்க்கு.,0.49293908,0.52657866,0.4993966,0.5627905,0.5337417,0.5519299,0.5402954,0.5445343,0.53128135,0.55266553,fairness.vice,0.5627905
729,பகையகத்துப் பேடிகை ஒள்வாள் அவையகத்து அஞ்சு மவன்கற்ற நூல்.,0.4329214,0.47134596,0.43497813,0.528822,0.5134533,0.5168001,0.47001034,0.50231534,0.50323683,0.56812215,sanctity.vice,0.56812215
730,பல்லவை கற்றும் பயமிலரே நல்லவையுள் நன்கு செலச்சொல்லா தார்.,0.3938216,0.3620507,0.3543662,0.38947237,0.3769856,0.35866588,0.3981721,0.3533804,0.42428625,0.43015033,sanctity.vice,0.43015033
731,கல்லா தவரின் கடையென்ப கற்றறிந்தும் நல்லா ரவையஞ்சு வார்.,0.35868162,0.36475426,0.30713552,0.34664294,0.36937618,0.3204791,0.3540913,0.37049028,0.40152928,0.43264532,sanctity.vice,0.43264532
732,உளரெனினும் இல்லாரொடு ஒப்பர் களன்அஞ்சிக் கற்ற செலச்சொல்லா தார்.,0.49065498,0.5237692,0.516693,0.60682076,0.5566926,0.55655485,0.55003035,0.5867185,0.5315543,0.6002887,fairness.vice,0.60682076
733,அமைச்சியல் முற்றிற்று தள்ளா விளையுளும் தக்காரும் தாழ்விலாச்,0.4923422,0.5083424,0.50016236,0.5156719,0.5481742,0.44409546,0.5407431,0.4767097,0.54976976,0.6114342,sanctity.vice,0.6114342
734,செல்வரும் சேர்வது நாடு. பெரும்பொருளால் பெட்டக்க தாகி அருங்கேட்டால்,0.42389902,0.40921655,0.3781696,0.46038,0.49149144,0.3861394,0.49753165,0.37938687,0.45907852,0.47915852,authority.virtue,0.49753165
735,ஆற்ற விளைவது நாடு. பொறையொருங்கு மேல்வருங்கால் தாங்கி இறைவற்கு,0.5244542,0.4428005,0.4042897,0.40948138,0.47762802,0.4228898,0.5029076,0.451497,0.55149984,0.4909764,sanctity.virtue,0.55149984
736,இறையொருங்கு நேர்வது நாடு. உறுபசியும் ஓவாப் பிணியும் செறுபகையும்,0.39077714,0.2152107,0.30019978,0.22194658,0.4106568,0.2583279,0.3316586,0.27153167,0.37998754,0.25640425,loyalty.virtue,0.4106568
737,சேரா தியல்வது நாடு. பல்குழுவும் பாழ்செய்யும் உட்பகையும் வேந்தலைக்கும்,0.50201863,0.5247116,0.5134261,0.52881604,0.67302084,0.58491045,0.53550124,0.61658555,0.53744596,0.5549837,loyalty.virtue,0.67302084
738,கொல்குறும்பும் இல்லது நாடு. கேடறியாக் கெட்ட இடத்தும் வளங்குன்றா,0.42976013,0.42694867,0.37947774,0.3667852,0.43216693,0.37903795,0.40771636,0.40781155,0.48146534,0.506001,sanctity.vice,0.506001
739,நாடென்ப நாட்டின் தலை. இருபுனலும் வாய்ந்த மலையும் வருபுனலும்,0.30052266,0.22482046,0.22692324,0.23946148,0.27523386,0.23013881,0.36271888,0.25366083,0.3509979,0.25256032,authority.virtue,0.36271888
740,வல்லரணும் நாட்டிற்கு உறுப்பு. பிணியின்மை செல்வம் விளைவின்பம் ஏமம்,0.5174234,0.49621087,0.45009992,0.53771365,0.5583026,0.51842684,0.5788491,0.50414777,0.54050237,0.5327977,authority.virtue,0.5788491
741,அணியென்ப நாட்டிவ் வைந்து. நாடென்ப நாடா வளத்தன நாடல்ல,0.38267207,0.374018,0.3386006,0.38775975,0.47284725,0.36504692,0.41928756,0.38101986,0.4376682,0.43710157,loyalty.virtue,0.47284725
742,நாட வளந்தரு நாடு. ஆங்கமை வெய்தியக் கண்ணும் பயமின்றே,0.52883685,0.4889391,0.40420046,0.44341853,0.47964355,0.45125347,0.49368322,0.43134925,0.5165823,0.50591266,care.virtue,0.52883685
743,வேந்தமை வில்லாத நாடு. ஆற்று பவர்க்கும் அரண்பொருள் அஞ்சித்தற்,0.4245626,0.31487313,0.32257184,0.298723,0.37577716,0.36223656,0.3653013,0.3665319,0.40396821,0.34119394,care.virtue,0.4245626
744,போற்று பவர்க்கும் பொருள். மணிநீரும் மண்ணும் மலையும் அணிநிழற்,0.38933122,0.34486946,0.33116212,0.3662338,0.4084516,0.33720717,0.41549647,0.34986463,0.4613456,0.4465192,sanctity.virtue,0.4613456
745,காடும் உடைய தரண். உயர்வகலம் திண்மை அருமைஇந் நான்கின்,0.47393426,0.41684687,0.4325959,0.41052312,0.43487874,0.3858739,0.46084008,0.3820795,0.5137063,0.4511202,sanctity.virtue,0.5137063
746,அமைவரண் என்றுரைக்கும் நூல். சிறுகாப்பிற் பேரிடத்த தாகி உறுபகை,0.65603876,0.6355053,0.62834966,0.64373523,0.6880781,0.647275,0.69281644,0.62421423,0.66872674,0.68224967,authority.virtue,0.69281644
747,ஊக்கம் அழிப்ப தரண். கொளற்கரிதாய்க் கொண்டகூழ்த் தாகி அகத்தார்,0.5640089,0.6650472,0.55920994,0.59923446,0.6291179,0.6076678,0.6501237,0.6116032,0.64945555,0.7259384,sanctity.vice,0.7259384
748,நிலைக்கெளிதாம் நீரது அரண். எல்லாப் பொருளும் உடைத்தாய் இடத்துதவும்,0.40208873,0.35053402,0.34074733,0.33237973,0.3499115,0.31702593,0.38637266,0.3294189,0.40326488,0.38984907,sanctity.virtue,0.40326488
749,நல்லாள் உடையது அரண். முற்றியும் முற்றா தெறிந்தும் அறைப்படுத்தும்,0.47524598,0.42101237,0.38380924,0.3905531,0.4519178,0.35881698,0.44407552,0.3800806,0.47526267,0.46121806,sanctity.virtue,0.47526267
750,பற்றற் கரியது அரண். முற்றாற்றி முற்றி யவரையும் பற்றாற்றிப்,0.5317763,0.4965936,0.44075823,0.41771927,0.5189196,0.4168044,0.52159196,0.4340467,0.5079788,0.49979624,care.virtue,0.5317763
751,பற்றியார் வெல்வது அரண். முனைமுகத்து மாற்றலர் சாய வினைமுகத்து,0.51089746,0.5487219,0.5332495,0.5487441,0.56707144,0.52099466,0.5784338,0.5417825,0.54248154,0.60154647,sanctity.vice,0.60154647
752,வீறெய்தி மாண்ட தரண். எனைமாட்சித் தாகியக் கண்ணும் வினைமாட்சி,0.58180696,0.65020925,0.5728937,0.57319206,0.5931738,0.56551063,0.6310724,0.55798036,0.66815984,0.68911254,sanctity.vice,0.68911254
753,இல்லார்கண் இல்லது அரண். பொருளல் லவரைப் பொருளாகச் செய்யும்,0.571032,0.59406734,0.5368411,0.6094074,0.5840537,0.61634135,0.55588645,0.6402968,0.59528637,0.66070783,sanctity.vice,0.66070783
754,பொருளல்லது இல்லை பொருள். இல்லாரை எல்லாரும் எள்ளுவர் செல்வரை,0.5271044,0.55764294,0.5404051,0.59368384,0.5877145,0.57819706,0.55601126,0.5827685,0.5961787,0.59452885,sanctity.virtue,0.5961787
755,எல்லாரும் செய்வர் சிறப்பு. பொருளென்னும் பொய்யா விளக்கம் இருளறுக்கும்,0.48147452,0.5618619,0.5505573,0.6210618,0.5525844,0.5978324,0.5350558,0.6089707,0.5615713,0.6003281,fairness.vice,0.6210618
756,எண்ணிய தேயத்துச் சென்று. அறன்ஈனும் இன்பமும் ஈனும் திறனறிந்து,0.58227146,0.52980906,0.54565346,0.58355457,0.5824131,0.5192749,0.57184935,0.52706933,0.63550043,0.6151566,sanctity.virtue,0.63550043
757,தீதின்றி வந்த பொருள். அருளொடும் அன்பொடும் வாராப் பொருளாக்கம்,0.5413924,0.4493241,0.42881915,0.4301834,0.42595708,0.41768414,0.45366085,0.43622333,0.5761474,0.525323,sanctity.virtue,0.5761474
758,புல்லார் புரள விடல். உறுபொருளும் உல்கு பொருளும்தன் ஒன்னார்த்,0.4406894,0.47970992,0.4385461,0.47957972,0.5534667,0.44011867,0.47119674,0.461654,0.5094658,0.60865015,sanctity.vice,0.60865015
759,தெறுபொருளும் வேந்தன் பொருள். அருளென்னும் அன்பீன் குழவி பொருளென்னும்,0.5625769,0.45054796,0.46225968,0.47145098,0.5073015,0.43377367,0.5407801,0.4431828,0.5847121,0.53002405,sanctity.virtue,0.5847121
760,செல்வச் செவிலியால் உண்டு. குன்றேறி யானைப் போர் கண்டற்றால் தன்கைத்தொன்று,0.4732405,0.43064982,0.41192886,0.43437594,0.47473857,0.40486807,0.4991707,0.38868284,0.48227817,0.453575,authority.virtue,0.4991707
761,உண்டாகச் செய்வான் வினை. செய்க பொருளைச் செறுநர் செருக்கறுக்கும்,0.5338378,0.6442418,0.5732642,0.6076665,0.6379691,0.53340685,0.6225466,0.5508318,0.58679307,0.68192923,sanctity.vice,0.68192923
762,எஃகதனிற் கூரிய தில். ஒண்பொருள் காழ்ப்ப இயற்றியார்க்கு எண்பொருள்,0.5095972,0.57636553,0.48232055,0.5852245,0.52477396,0.53858536,0.5491306,0.53137445,0.5851588,0.66321653,sanctity.vice,0.66321653
763,ஏனை இரண்டும் ஒருங்கு. உறுப்பமைந்து ஊறஞ்சா வெல்படை வேந்தன்,0.56709576,0.52319217,0.5417628,0.53083766,0.66778564,0.5214946,0.60847765,0.5453203,0.5877997,0.57384855,loyalty.virtue,0.66778564
764,வெறுக்கையுள் எல்லாம் தலை. உலைவிடத்து ஊறஞ்சா வன்கண் தொலைவிடத்துத்,0.46838972,0.6231708,0.49555597,0.5772345,0.5614692,0.6189479,0.5577958,0.6546762,0.5805921,0.6754583,sanctity.vice,0.6754583
765,தொல்படைக் கல்லால் அரிது. ஒலித்தக்கால் என்னாம் உவரி எலிப்பகை,0.37693694,0.40178192,0.39243934,0.389939,0.40030494,0.37984967,0.37768888,0.419173,0.46555537,0.50718355,sanctity.vice,0.50718355
766,நாகம் உயிர்ப்பக் கெடும். அழிவின்றி அறைபோகா தாகி வழிவந்த,0.39719242,0.41824883,0.38706458,0.40120274,0.40121233,0.37879577,0.40985897,0.3895747,0.45527717,0.49581057,sanctity.vice,0.49581057
767,வன்க ணதுவே படை. கூற்றுடன்று மேல்வரினும் கூடி எதிர்நிற்கும்,0.52066624,0.61512256,0.6159985,0.6076788,0.7196764,0.63676196,0.6341934,0.6678109,0.58106935,0.6054506,loyalty.virtue,0.7196764
768,ஆற்ற லதுவே படை. மறமானம் மாண்ட வழிச்செலவு தேற்றம்,0.4443744,0.47747475,0.45021254,0.5508784,0.502704,0.50575095,0.5184106,0.50794744,0.5017583,0.5792023,sanctity.vice,0.5792023
769,எனநான்கே ஏமம் படைக்கு. தார்தாங்கிச் செல்வது தானை தலைவந்த,0.5700994,0.587547,0.5711478,0.60442513,0.68247974,0.6106795,0.6934795,0.5963265,0.62744975,0.6220676,authority.virtue,0.6934795
770,போர்தாங்கும் தன்மை அறிந்து. அடல்தகையும் ஆற்றலும் இல்லெனினும் தானை,0.43041036,0.44516954,0.42229053,0.42651564,0.44330454,0.39035454,0.47275096,0.43574306,0.49059203,0.51998115,sanctity.vice,0.51998115
771,படைத்தகையால் பாடு பெறும். சிறுமையும் செல்லாத் துனியும் வறுமையும்,0.56221586,0.5193304,0.47146636,0.4529334,0.5471398,0.4558734,0.5046127,0.45488906,0.5332988,0.5155892,care.virtue,0.56221586
772,இல்லாயின் வெல்லும் படை. நிலைமக்கள் சால உடைத்தெனினும் தானை,0.43809015,0.4609084,0.46621612,0.42659697,0.5645135,0.50045586,0.47568172,0.54691935,0.48830464,0.46110106,loyalty.virtue,0.5645135
773,தலைமக்கள் இல்வழி இல். என்னைமுன் நில்லன்மின் தெவ்விர் பலரென்னை,0.44474995,0.39904413,0.43705368,0.4198483,0.48821852,0.44036415,0.55150414,0.4560781,0.5096871,0.41108087,authority.virtue,0.55150414
774,முன்நின்று கல்நின் றவர். கான முயலெய்த அம்பினில் யானை,0.33113378,0.36774063,0.33005726,0.3434096,0.37780237,0.3308455,0.37648857,0.33492395,0.379222,0.40760618,sanctity.vice,0.40760618
775,பிழைத்தவேல் ஏந்தல் இனிது. பேராண்மை என்ப தறுகண்ஒன் றுற்றக்கால்,0.5370651,0.42468014,0.45066145,0.43944028,0.44921705,0.42148945,0.49160823,0.44992706,0.5700501,0.487493,sanctity.virtue,0.5700501
776,ஊராண்மை மற்றதன் எஃகு. கைவேல் களிற்றொடு போக்கி வருபவன்,0.4117515,0.42555758,0.40548915,0.45626795,0.42508233,0.44439906,0.42674804,0.43368867,0.4491694,0.4752854,sanctity.vice,0.4752854
