fable_number,title,text,moral,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
149,THE STAG WITH ONE EYE,"A Stag, blind of one eye, was grazing close to the sea-shore and kept his sound eye turned towards the land, so as to be able to perceive the approach of the hounds, while the blind eye he turned towards the sea, never suspecting that any danger would threaten him from that quarter. As it fell out, however, some sailors, coasting along the shore, spied him and shot an arrow at him, by which he was mortally wounded. As he lay dying, he said to himself, ""Wretch that I am! I bethought me of the dangers of the land, whence none assailed me: but I feared no peril from the sea, yet thence has come my ruin."" Misfortune often assails us from an unexpected quarter.",,0.27604192,0.31985015,0.27448723,0.27025774,0.27421615,0.26380113,0.29913658,0.26353726,0.30864236,0.32803455,sanctity.vice,0.32803455
150,THE FLY AND THE DRAUGHT-MULE,"A Fly sat on one of the shafts of a cart and said to the Mule who was pulling it, ""How slow you are! Do mend your pace, or I shall have to use my sting as a goad."" The Mule was not in the least disturbed. ""Behind me, in the cart,"" said he, ""sits my master. He holds the reins, and flicks me with his whip, and him I obey, but I don't want any of your impertinence. _I_ know when I may dawdle and when I may not.""",,0.2338809,0.23751266,0.23497422,0.31040484,0.2938872,0.29148665,0.3474645,0.30535674,0.28565803,0.31522527,authority.virtue,0.3474645
151,THE COCK AND THE JEWEL,"A Cock, scratching the ground for something to eat, turned up a Jewel that had by chance been dropped there. ""Ho!"" said he, ""a fine thing you are, no doubt, and, had your owner found you, great would his joy have been. But for me! give me a single grain of corn before all the jewels in the world.""",,0.3854168,0.28375596,0.31062216,0.27551055,0.31788093,0.25606978,0.35684362,0.23690186,0.39579532,0.35273305,sanctity.virtue,0.39579532
152,THE WOLF AND THE SHEPHERD,"A Wolf hung about near a flock of sheep for a long time, but made no attempt to molest them. The Shepherd at first kept a sharp eye on him, for he naturally thought he meant mischief: but as time went by and the Wolf showed no inclination to meddle with the flock, he began to look upon him more as a protector than as an enemy: and when one day some errand took him to the city, he felt no uneasiness at leaving the Wolf with the sheep. But as soon as his back was turned the Wolf attacked them and killed the greater number. When the Shepherd returned and saw the havoc he had wrought, he cried, ""It serves me right for trusting my flock to a Wolf.""",,0.27383855,0.2597828,0.21221502,0.19063397,0.2505381,0.22853361,0.22753751,0.1991657,0.21355505,0.23746565,care.virtue,0.27383855
153,THE FARMER AND THE STORK,"A Farmer set some traps in a field which he had lately sown with corn, in order to catch the cranes which came to pick up the seed. When he returned to look at his traps he found several cranes caught, and among them a Stork, which begged to be let go, and said, ""You ought not to kill me: I am not a crane, but a Stork, as you can easily see by my feathers, and I am the most honest and harmless of birds."" But the Farmer replied, ""It's nothing to me what you are: I find you among these cranes, who ruin my crops, and, like them, you shall suffer."" If you choose bad companions no one will believe that you are anything but bad yourself.",,0.23090987,0.24239361,0.22655496,0.21017061,0.255512,0.20791808,0.2324269,0.16480011,0.23036295,0.22521222,loyalty.virtue,0.255512
154,THE CHARGER AND THE MILLER,"A Horse, who had been used to carry his rider into battle, felt himself growing old and chose to work in a mill instead. He now no longer found himself stepping out proudly to the beating of the drums, but was compelled to slave away all day grinding the corn. Bewailing his hard lot, he said one day to the Miller, ""Ah me! I was once a splendid war-horse, gaily caparisoned, and attended by a groom whose sole duty was to see to my wants. How different is my present condition! I wish I had never given up the battlefield for the mill."" The Miller replied with asperity, ""It's no use your regretting the past","Fortune has many ups and downs: you must just take them as they come.""",0.31485465,0.34576073,0.3137579,0.32833567,0.36909303,0.35264084,0.3592875,0.34705567,0.3220652,0.32129866,loyalty.virtue,0.36909303
155,THE GRASSHOPPER AND THE OWL,"An Owl, who lived in a hollow tree, was in the habit of feeding by night and sleeping by day; but her slumbers were greatly disturbed by the chirping of a Grasshopper, who had taken up his abode in the branches. She begged him repeatedly to have some consideration for her comfort, but the Grasshopper, if anything, only chirped the louder. At last the Owl could stand it no longer, but determined to rid herself of the pest by means of a trick. Addressing herself to the Grasshopper, she said in her pleasantest manner, ""As I cannot sleep for your song, which, believe me, is as sweet as the notes of Apollo's lyre, I have a mind to taste some nectar, which Minerva gave me the other day. Won't you come in and join me?"" The Grasshopper was flattered by the praise of his song, and his mouth, too, watered at the mention of the delicious drink, so he said he would be delighted. No sooner had he got inside the hollow where the Owl was sitting than she pounced upon him and ate him up.",,0.29664195,0.20280503,0.1978335,0.21171395,0.22727208,0.21274318,0.2379513,0.21010633,0.2724155,0.2719213,care.virtue,0.29664195
156,THE GRASSHOPPER AND THE ANTS,"One fine day in winter some Ants were busy drying their store of corn, which had got rather damp during a long spell of rain. Presently up came a Grasshopper and begged them to spare her a few grains, ""For,"" she said, ""I'm simply starving."" The Ants stopped work for a moment, though this was against their principles. ""May we ask,"" said they, ""what you were doing with yourself all last summer? Why didn't you collect a store of food for the winter?"" ""The fact is,"" replied the Grasshopper, ""I was so busy singing that I hadn't the time."" ""If you spent the summer singing,"" replied the Ants, ""you can't do better than spend the winter dancing."" And they chuckled and went on with their work.",,0.16012427,0.19703753,0.16498269,0.15426041,0.18804249,0.15377797,0.19104806,0.19549556,0.2059471,0.21770898,sanctity.vice,0.21770898
157,THE FARMER AND THE VIPER,"One winter a Farmer found a Viper frozen and numb with cold, and out of pity picked it up and placed it in his bosom. The Viper was no sooner revived by the warmth than it turned upon its benefactor and inflicted a fatal bite upon him; and as the poor man lay dying, he cried, ""I have only got what I deserved, for taking compassion on so villainous a creature."" Kindness is thrown away upon the evil.",,0.48599803,0.36479443,0.31224754,0.21630478,0.2712498,0.27033162,0.34015536,0.23853607,0.37246108,0.34198442,care.virtue,0.48599803
158,THE TWO FROGS,"Two Frogs were neighbours. One lived in a marsh, where there was plenty of water, which frogs love: the other in a lane some distance away, where all the water to be had was that which lay in the ruts after rain. The Marsh Frog warned his friend and pressed him to come and live with him in the marsh, for he would find his quarters there far more comfortable and—what was still more important—more safe. But the other refused, saying that he could not bring himself to move from a place to which he had become accustomed. A few days afterwards a heavy waggon came down the lane, and he was crushed to death under the wheels.",,0.24620913,0.1932044,0.21932007,0.20734908,0.2251642,0.23173721,0.24129608,0.23538452,0.22860584,0.23390478,care.virtue,0.24620913
159,THE COBBLER TURNED DOCTOR,"A very unskilful Cobbler, finding himself unable to make a living at his trade, gave up mending boots and took to doctoring instead. He gave out that he had the secret of a universal antidote against all poisons, and acquired no small reputation, thanks to his talent for puffing himself. One day, however, he fell very ill; and the King of the country bethought him that he would test the value of his remedy. Calling, therefore, for a cup, he poured out a dose of the antidote, and, under pretence of mixing poison with it, added a little water, and commanded him to drink it. Terrified by the fear of being poisoned, the Cobbler confessed that he knew nothing about medicine, and that his antidote was worthless. Then the King summoned his subjects and addressed them as follows: ""What folly could be greater than yours? Here is this Cobbler to whom no one will send his boots to be mended, and yet you have not hesitated to entrust him with your lives!""",,0.31064788,0.23108393,0.23649412,0.23208384,0.22605051,0.21021049,0.30635282,0.20148219,0.3351537,0.29079723,sanctity.virtue,0.3351537
160,"THE ASS, THE COCK, AND THE LION","An Ass and a Cock were in a cattle-pen together. Presently a Lion, who had been starving for days, came along and was just about to fall upon the Ass and make a meal of him when the Cock, rising to his full height and flapping his wings vigorously, uttered a tremendous crow. Now, if there is one thing that frightens a Lion, it is the crowing of a Cock: and this one had no sooner heard the noise than he fled. The Ass was mightily elated at this, and thought that, if the Lion couldn't face a Cock, he would be still less likely to stand up to an Ass: so he ran out and pursued him. But when the two had got well out of sight and hearing of the Cock, the Lion suddenly turned upon the Ass and ate him up",False confidence often leads to disaster.,0.35435915,0.3158461,0.30367443,0.29454902,0.36703238,0.29841593,0.3583221,0.27566925,0.34082267,0.33591473,loyalty.virtue,0.36703238
161,THE BELLY AND THE MEMBERS,"The Members of the Body once rebelled against the Belly. ""You,"" they said to the Belly, ""live in luxury and sloth, and never do a stroke of work; while we not only have to do all the hard work there is to be done, but are actually your slaves and have to minister to all your wants. Now, we will do so no longer, and you can shift for yourself for the future."" They were as good as their word, and left the Belly to starve. The result was just what might have been expected: the whole Body soon began to fail, and the Members and all shared in the general collapse",And then they saw too late how foolish they had been.,0.30985433,0.32826388,0.34174708,0.34615493,0.4476823,0.39808747,0.37358475,0.4164368,0.35287464,0.3680564,loyalty.virtue,0.4476823
162,THE BALD MAN AND THE FLY,"A Fly settled on the head of a Bald Man and bit him. In his eagerness to kill it, he hit himself a smart slap. But the Fly escaped, and said to him in derision, ""You tried to kill me for just one little bite; what will you do to yourself now, for the heavy smack you have just given yourself?"" ""Oh, for that blow I bear no grudge,"" he replied, ""for I never intended myself any harm; but as for you, you contemptible insect, who live by sucking human blood, I'd have borne a good deal more than that for the satisfaction of dashing the life out of you!""",,0.29721934,0.33352694,0.2815157,0.2578258,0.2361535,0.2539435,0.27383256,0.23228362,0.2785171,0.31370655,care.vice,0.33352694
163,THE ASS AND THE WOLF,"An Ass was feeding in a meadow, and, catching sight of his enemy the Wolf in the distance, pretended to be very lame and hobbled painfully along. When the Wolf came up, he asked the Ass how he came to be so lame, and the Ass replied that in going through a hedge he had trodden on a thorn, and he begged the Wolf to pull it out with his teeth, ""In case,"" he said, ""when you eat me, it should stick in your throat and hurt you very much."" The Wolf said he would, and told the Ass to lift up his foot, and gave his whole mind to getting out the thorn. But the Ass suddenly let out with his heels and fetched the Wolf a fearful kick in the mouth, breaking his teeth; and then he galloped off at full speed. As soon as he could speak the Wolf growled to himself, ""It serves me right: my father taught me to kill, and I ought to have stuck to that trade instead of attempting to cure.""",,0.2848678,0.34362262,0.2721926,0.29376614,0.29398876,0.30743954,0.2978227,0.32120892,0.28171527,0.3611262,sanctity.vice,0.3611262
164,THE MONKEY AND THE CAMEL,"At a gathering of all the beasts the Monkey gave an exhibition of dancing and entertained the company vastly. There was great applause at the finish, which excited the envy of the Camel and made him desire to win the favour of the assembly by the same means. So he got up from his place and began dancing, but he cut such a ridiculous figure as he plunged about, and made such a grotesque exhibition of his ungainly person, that the beasts all fell upon him with ridicule and drove him away.",,0.16172478,0.2770167,0.19764383,0.30980107,0.31927916,0.31583384,0.28020427,0.29716036,0.25406882,0.32963035,sanctity.vice,0.32963035
165,THE SICK MAN AND THE DOCTOR,"A Sick Man received a visit from his Doctor, who asked him how he was. ""Fairly well, Doctor,"" said he, ""but I find I sweat a great deal."" ""Ah,"" said the Doctor, ""that's a good sign."" On his next visit he asked the same question, and his patient replied, ""I'm much as usual, but I've taken to having shivering fits, which leave me cold all over."" ""Ah,"" said the Doctor, ""that's a good sign too."" When he came the third time and inquired as before about his patient's health, the Sick Man said that he felt very feverish. ""A very good sign,"" said the Doctor; ""you are doing very nicely indeed."" Afterwards a friend came to see the invalid, and on asking him how he did, received this reply: ""My dear friend, I'm dying of good signs.""",,0.33144727,0.20241772,0.3008805,0.17742772,0.21248876,0.17737976,0.27706894,0.16482219,0.34425294,0.24594097,sanctity.virtue,0.34425294
166,THE TRAVELLERS AND THE PLANE-TREE,"Two Travellers were walking along a bare and dusty road in the heat of a summer's day. Coming presently to a Plane-tree, they joyfully turned aside to shelter from the burning rays of the sun in the deep shade of its spreading branches. As they rested, looking up into the tree, one of them remarked to his companion, ""What a useless tree the Plane is! It bears no fruit and is of no service to man at all."" The Plane-tree interrupted him with indignation. ""You ungrateful creature!"" it cried: ""you come and take shelter under me from the scorching sun, and then, in the very act of enjoying the cool shade of my foliage, you abuse me and call me good for nothing!"" Many a service is met with ingratitude.",,0.3031694,0.21232578,0.25945482,0.20291732,0.23616624,0.25531408,0.2378154,0.26778787,0.29283902,0.21913111,care.virtue,0.3031694
167,THE FLEA AND THE OX,"A Flea once said to an Ox, ""How comes it that a big strong fellow like you is content to serve mankind, and do all their hard work for them, while I, who am no bigger than you see, live on their bodies and drink my fill of their blood, and never do a stroke for it all?"" To which the Ox replied, ""Men are very kind to me, and so I am grateful to them: they feed and house me well, and every now and then they show their fondness for me by patting me on the head and neck."" ""They'd pat me, too,"" said the Flea, ""if I let them: but I take good care they don't, or there would be nothing left of me.""",,0.44524285,0.2776481,0.34005192,0.239863,0.31403652,0.2783478,0.38206682,0.2636145,0.3766875,0.29841498,care.virtue,0.44524285
168,"THE BIRDS, THE BEASTS, AND THE BAT","The Birds were at war with the Beasts, and many battles were fought with varying success on either side. The Bat did not throw in his lot definitely with either party, but when things went well for the Birds he was found fighting in their ranks; when, on the other hand, the Beasts got the upper hand, he was to be found among the Beasts. No one paid any attention to him while the war lasted: but when it was over, and peace was restored, neither the Birds nor the Beasts would have anything to do with so double-faced a traitor, and so he remains to this day a solitary outcast from both.",,0.33164427,0.27940264,0.3438491,0.26452506,0.3606797,0.35837418,0.3000654,0.34443057,0.30202907,0.26179388,loyalty.virtue,0.3606797
169,THE MAN AND HIS TWO SWEETHEARTS,"A Man of middle age, whose hair was turning grey, had two Sweethearts, an old woman and a young one. The elder of the two didn't like having a lover who looked so much younger than herself; so, whenever he came to see her, she used to pull the dark hairs out of his head to make him look old. The younger, on the other hand, didn't like him to look so much older than herself, and took every opportunity of pulling out the grey hairs, to make him look young. Between them, they left not a hair in his head, and he became perfectly bald.",,0.20677175,0.15283519,0.17024466,0.19548926,0.16147846,0.14816695,0.19066918,0.13620922,0.19562031,0.19194914,care.virtue,0.20677175
170,"THE EAGLE, THE JACKDAW, AND THE SHEPHERD","One day a Jackdaw saw an Eagle swoop down on a lamb and carry it off in its talons. ""My word,"" said the Jackdaw, ""I'll do that myself."" So it flew high up into the air, and then came shooting down with a great whirring of wings on to the back of a big ram. It had no sooner alighted than its claws got caught fast in the wool, and nothing it could do was of any use: there it stuck, flapping away, and only making things worse instead of better. By and by up came the Shepherd. ""Oho,"" he said, ""so that's what you'd be doing, is it?"" And he took the Jackdaw, and clipped its wings and carried it home to his children. It looked so odd that they didn't know what to make of it. ""What sort of bird is it, father?"" they asked. ""It's a Jackdaw,"" he replied, ""and nothing but a Jackdaw: but it wants to be taken for an Eagle."" If you attempt what is beyond your power, your trouble will be wasted and you court not only misfortune but ridicule.",,0.32383963,0.2921042,0.2742382,0.29474887,0.32613534,0.2756666,0.3407802,0.2780342,0.33048534,0.34399235,sanctity.vice,0.34399235
171,THE WOLF AND THE BOY,"A Wolf, who had just enjoyed a good meal and was in a playful mood, caught sight of a Boy lying flat upon the ground, and, realising that he was trying to hide, and that it was fear of himself that made him do this, he went up to him and said, ""Aha, I've found you, you see; but if you can say three things to me, the truth of which cannot be disputed, I will spare your life."" The Boy plucked up courage and thought for a moment, and then he said, ""First, it is a pity you saw me; secondly, I was a fool to let myself be seen; and thirdly, we all hate wolves because they are always making unprovoked attacks upon our flocks."" The Wolf replied, ""Well, what you say is true enough from your point of view; so you may go.""",,0.24854387,0.2259129,0.2300848,0.23175566,0.20987475,0.2545654,0.21133228,0.22503267,0.22229722,0.23372291,loyalty.vice,0.2545654
172,"THE MILLER, HIS SON, AND THEIR ASS","A Miller, accompanied by his young Son, was driving his Ass to market in hopes of finding a purchaser for him. On the road they met a troop of girls, laughing and talking, who exclaimed, ""Did you ever see such a pair of fools? To be trudging along the dusty road when they might be riding!"" The Miller thought there was sense in what they said; so he made his Son mount the Ass, and himself walked at the side. Presently they met some of his old cronies, who greeted them and said, ""You'll spoil that Son of yours, letting him ride while you toil along on foot! Make him walk, young lazybones! It'll do him all the good in the world."" The Miller followed their advice, and took his Son's place on the back of the Ass while the boy trudged along behind. They had not gone far when they overtook a party of women and children, and the Miller heard them say, ""What a selfish old man! He himself rides in comfort, but lets his poor little boy follow as best he can on his own legs!"" So he made his Son get up behind him. Further along the road they met some travellers, who asked the Miller whether the Ass he was riding was his own property, or a beast hired for the occasion. He replied that it was his own, and that he was taking it to market to sell. ""Good heavens!"" said they, ""with a load like that the poor beast will be so exhausted by the time he gets there that no one will look at him. Why, you'd do better to carry him!"" ""Anything to please you,"" said the old man, ""we can but try."" So they got off, tied the Ass's legs together with a rope and slung him on a pole, and at last reached the town, carrying him between them. This was so absurd a sight that the people ran out in crowds to laugh at it, and chaffed the Father and Son unmercifully, some even calling them lunatics. They had then got to a bridge over the river, where the Ass, frightened by the noise and his unusual situation, kicked and struggled till he broke the ropes that bound him, and fell into the water and was drowned. Whereupon the unfortunate Miller, vexed and ashamed, made the best of his way home again, convinced that in trying to please all he had pleased none, and had lost his Ass into the bargain.",,0.34955716,0.32354715,0.32206297,0.34948993,0.40910834,0.37343594,0.3773193,0.33703148,0.34398806,0.3421706,loyalty.virtue,0.40910834
173,THE STAG AND THE VINE,"A Stag, pursued by the huntsmen, concealed himself under cover of a thick Vine. They lost track of him and passed by his hiding-place without being aware that he was anywhere near. Supposing all danger to be over, he presently began to browse on the leaves of the Vine. The movement drew the attention of the returning huntsmen, and one of them, supposing some animal to be hidden there, shot an arrow at a venture into the foliage. The unlucky Stag was pierced to the heart, and, as he expired, he said, ""I deserve my fate for my treachery in feeding upon the leaves of my protector."" Ingratitude sometimes brings its own punishment.",,0.42387033,0.49060786,0.4187235,0.43463612,0.43839294,0.46242768,0.4618721,0.39512414,0.4608554,0.48392966,care.vice,0.49060786
174,THE LAMB CHASED BY A WOLF,"A Wolf was chasing a Lamb, which took refuge in a temple. The Wolf urged it to come out of the precincts, and said, ""If you don't, the priest is sure to catch you and offer you up in sacrifice on the altar."" To which the Lamb replied, ""Thanks, I think I'll stay where I am: I'd rather be sacrificed any day than be eaten up by a Wolf.""",,0.21313426,0.11128447,0.11961511,0.07624805,0.11819473,0.12003793,0.13069128,0.10717039,0.17561983,0.10821519,care.virtue,0.21313426
175,THE ARCHER AND THE LION,"An Archer went up into the hills to get some sport with his bow, and all the animals fled at the sight of him with the exception of the Lion, who stayed behind and challenged him to fight. But he shot an arrow at the Lion and hit him, and said, ""There, you see what my messenger can do: just you wait a moment and I'll tackle you myself."" The Lion, however, when he felt the sting of the arrow, ran away as fast as his legs could carry him. A fox, who had seen it all happen, said to the Lion, ""Come, don't be a coward: why don't you stay and show fight?"" But the Lion replied, ""You won't get me to stay, not you: why, when he sends a messenger like that before him, he must himself be a terrible fellow to deal with."" Give a wide berth to those who can do damage at a distance.",,0.19989094,0.22798644,0.24354325,0.17799076,0.2389913,0.23543917,0.23875256,0.24102426,0.20022126,0.17183292,fairness.virtue,0.24354325
176,THE WOLF AND THE GOAT,"A Wolf caught sight of a Goat browsing above him on the scanty herbage that grew on the top of a steep rock; and being unable to get at her, tried to induce her to come lower down. ""You are risking your life up there, madam, indeed you are,"" he called out: ""pray take my advice and come down here, where you will find plenty of better food."" The Goat turned a knowing eye upon him. ""It's little you care whether I get good grass or bad,"" said she: ""what you want is to eat me.""",,0.15548919,0.15032099,0.101410635,0.09271983,0.09824657,0.08809356,0.124488875,0.13124628,0.14181711,0.16163483,sanctity.vice,0.16163483
177,THE SICK STAG,"A Stag fell sick and lay in a clearing in the forest, too weak to move from the spot. When the news of his illness spread, a number of the other beasts came to inquire after his health, and they one and all nibbled a little of the grass that grew round the invalid till at last there was not a blade within his reach. In a few days he began to mend, but was still too feeble to get up and go in search of fodder; and thus he perished miserably of hunger owing to the thoughtlessness of his friends.",,0.24216174,0.27738154,0.19769196,0.21181649,0.26792902,0.23035711,0.21731879,0.19646391,0.24746852,0.30206442,sanctity.vice,0.30206442
178,THE ASS AND THE MULE,"A certain man who had an Ass and a Mule loaded them both up one day and set out upon a journey. So long as the road was fairly level, the Ass got on very well: but by and by they came to a place among the hills where the road was very rough and steep, and the Ass was at his last gasp. So he begged the Mule to relieve him of a part of his load: but the Mule refused. At last, from sheer weariness, the Ass stumbled and fell down a steep place and was killed. The driver was in despair, but he did the best he could: he added the Ass's load to the Mule's, and he also flayed the Ass and put his skin on the top of the double load. The Mule could only just manage the extra weight, and, as he staggered painfully along, he said to himself, ""I have only got what I deserved: if I had been willing to help the Ass at first, I should not now be carrying his load and his skin into the bargain.""",,0.35644057,0.38329315,0.34841567,0.35416743,0.41310236,0.3401332,0.39863217,0.34810513,0.36008868,0.3866663,loyalty.virtue,0.41310236
179,BROTHER AND SISTER,"A certain man had two children, a boy and a girl: and the boy was as good-looking as the girl was plain. One day, as they were playing together in their mother's chamber, they chanced upon a mirror and saw their own features for the first time. The boy saw what a handsome fellow he was, and began to boast to his Sister about his good looks: she, on her part, was ready to cry with vexation when she was aware of her plainness, and took his remarks as an insult to herself. Running to her father, she told him of her Brother's conceit, and accused him of meddling with his mother's things. He laughed and kissed them both, and said, ""My children, learn from now onwards to make a good use of the glass. You, my boy, strive to be as good as it shows you to be handsome; and you, my girl, resolve to make up for the plainness of your features by the sweetness of your disposition.""",,0.22501338,0.11290992,0.20414707,0.18707345,0.17173104,0.13354018,0.19408216,0.13701344,0.22641414,0.1675509,sanctity.virtue,0.22641414
180,THE HEIFER AND THE OX,"A Heifer went up to an Ox, who was straining hard at the plough, and sympathised with him in a rather patronising sort of way on the necessity of his having to work so hard. Not long afterwards there was a festival in the village and every one kept holiday: but, whereas the Ox was turned loose into the pasture, the Heifer was seized and led off to sacrifice. ""Ah,"" said the Ox, with a grim smile, ""I see now why you were allowed to have such an idle time: it was because you were always intended for the altar.""",,0.4169939,0.2735194,0.30238575,0.23900305,0.32460266,0.30103678,0.356334,0.248289,0.35197842,0.2866402,care.virtue,0.4169939
181,THE KINGDOM OF THE LION,"When the Lion reigned over the beasts of the earth he was never cruel or tyrannical, but as gentle and just as a King ought to be. During his reign he called a general assembly of the beasts, and drew up a code of laws under which all were to live in perfect equality and harmony: the wolf and the lamb, the tiger and the stag, the leopard and the kid, the dog and the hare, all should dwell side by side in unbroken peace and friendship. The hare said, ""Oh! how I have longed for this day when the weak take their place without fear by the side of the strong!""",,0.34724241,0.15493529,0.24935406,0.11497424,0.23144117,0.16977932,0.27617973,0.15904653,0.29093745,0.14277942,care.virtue,0.34724241
182,THE ASS AND HIS DRIVER,"An Ass was being driven down a mountain road, and after jogging along for a while sensibly enough he suddenly quitted the track and rushed to the edge of a precipice. He was just about to leap over the edge when his Driver caught hold of his tail and did his best to pull him back: but pull as he might he couldn't get the Ass to budge from the brink. At last he gave up, crying, ""All right, then, get to the bottom your own way; but it's the way to sudden death, as you'll find out quick enough.""",,0.42938936,0.44984663,0.4067807,0.3972834,0.42603526,0.4215347,0.45795196,0.42705542,0.43580335,0.4560062,authority.virtue,0.45795196
183,THE LION AND THE HARE,"A Lion found a Hare sleeping in her form, and was just going to devour her when he caught sight of a passing stag. Dropping the Hare, he at once made for the bigger game; but finding, after a long chase, that he could not overtake the stag, he abandoned the attempt and came back for the Hare. When he reached the spot, however, he found she was nowhere to be seen, and he had to go without his dinner","""It serves me right,"" he said; ""I should have been content with what I had got, instead of hankering after a better prize.""",0.30154815,0.28951317,0.25161082,0.25909027,0.3028955,0.2653252,0.3029115,0.22463499,0.2855121,0.30332288,sanctity.vice,0.30332288
184,THE WOLVES AND THE DOGS,"Once upon a time the Wolves said to the Dogs, ""Why should we continue to be enemies any longer? You are very like us in most ways: the main difference between us is one of training only. We live a life of freedom; but you are enslaved to mankind, who beat you, and put heavy collars round your necks, and compel you to keep watch over their flocks and herds for them, and, to crown all, they give you nothing but bones to eat. Don't put up with it any longer, but hand over the flocks to us, and we will all live on the fat of the land and feast together."" The Dogs allowed themselves to be persuaded by these words, and accompanied the Wolves into their den. But no sooner were they well inside than the Wolves set upon them and tore them to pieces. Traitors richly deserve their fate.",,0.30675718,0.33351454,0.30207264,0.26204848,0.39012298,0.3068156,0.35524184,0.28299046,0.3164142,0.2814816,loyalty.virtue,0.39012298
185,THE BULL AND THE CALF,"A full-grown Bull was struggling to force his huge bulk through the narrow entrance to a cow-house where his stall was, when a young Calf came up and said to him, ""If you'll step aside a moment, I'll show you the way to get through."" The Bull turned upon him an amused look. ""I knew that way,"" said he, ""before you were born.""",,0.23269291,0.23376384,0.21267208,0.23359919,0.27060547,0.2043499,0.28023472,0.20878446,0.24441148,0.25238967,authority.virtue,0.28023472
186,THE TREES AND THE AXE,"A Woodman went into the forest and begged of the Trees the favour of a handle for his Axe. The principal Trees at once agreed to so modest a request, and unhesitatingly gave him a young ash sapling, out of which he fashioned the handle he desired. No sooner had he done so than he set to work to fell the noblest Trees in the wood. When they saw the use to which he was putting their gift, they cried, ""Alas! alas! We are undone, but we are ourselves to blame. The little we gave has cost us all: had we not sacrificed the rights of the ash, we might ourselves have stood for ages.""",,0.5067292,0.4207888,0.45693642,0.4055353,0.48978823,0.4201783,0.49958962,0.3888542,0.48300084,0.43051225,care.virtue,0.5067292
187,THE ASTRONOMER,"There was once an Astronomer whose habit it was to go out at night and observe the stars. One night, as he was walking about outside the town gates, gazing up absorbed into the sky and not looking where he was going, he fell into a dry well. As he lay there groaning, some one passing by heard him, and, coming to the edge of the well, looked down and, on learning what had happened, said, ""If you really mean to say that you were looking so hard at the sky that you didn't even see where your feet were carrying you along the ground, it appears to me that you deserve all you've got.""",,0.25510108,0.2636401,0.2715609,0.2615392,0.27879342,0.26013055,0.30302447,0.26362255,0.3071337,0.29460335,sanctity.virtue,0.3071337
188,THE LABOURER AND THE SNAKE,"A Labourer's little son was bitten by a Snake and died of the wound. The father was beside himself with grief, and in his anger against the Snake he caught up an axe and went and stood close to the Snake's hole, and watched for a chance of killing it. Presently the Snake came out, and the man aimed a blow at it, but only succeeded in cutting off the tip of its tail before it wriggled in again. He then tried to get it to come out a second time, pretending that he wished to make up the quarrel. But the Snake said, ""I can never be your friend because of my lost tail, nor you mine because of your lost child."" Injuries are never forgotten in the presence of those who caused them.",,0.30995044,0.33281085,0.27274114,0.20309465,0.22105199,0.22453824,0.24110344,0.20801479,0.2596514,0.28530073,care.vice,0.33281085
189,THE CAGE-BIRD AND THE BAT,"A Singing-bird was confined in a cage which hung outside a window, and had a way of singing at night when all other birds were asleep. One night a Bat came and clung to the bars of the cage, and asked the Bird why she was silent by day and sang only at night. ""I have a very good reason for doing so,"" said the Bird: ""it was once when I was singing in the daytime that a fowler was attracted by my voice, and set his nets for me and caught me. Since then I have never sung except by night."" But the Bat replied, ""It is no use your doing that now when you are a prisoner: if only you had done so before you were caught, you might still have been free."" Precautions are useless after the event.",,0.3114303,0.2694985,0.31609276,0.31054145,0.33422008,0.31419975,0.33649758,0.3015874,0.34617227,0.32487717,sanctity.virtue,0.34617227
190,THE ASS AND HIS PURCHASER,"A Man who wanted to buy an Ass went to market, and, coming across a likely-looking beast, arranged with the owner that he should be allowed to take him home on trial to see what he was like. When he reached home, he put him into his stable along with the other asses. The newcomer took a look round, and immediately went and chose a place next to the laziest and greediest beast in the stable. When the master saw this he put a halter on him at once, and led him off and handed him over to his owner again. The latter was a good deal surprised to see him back so soon, and said, ""Why, do you mean to say you have tested him already?"" ""I don't want to put him through any more tests,"" replied the other: ""I could see what sort of beast he is from the companion he chose for himself."" A man is known by the company he keeps.",,0.3593958,0.34393698,0.40175182,0.38524416,0.39929885,0.41271988,0.42938578,0.3391999,0.39679262,0.36104164,authority.virtue,0.42938578
191,THE KID AND THE WOLF,"A Kid strayed from the flock and was chased by a Wolf. When he saw he must be caught he turned round and said to the Wolf, ""I know, sir, that I can't escape being eaten by you: and so, as my life is bound to be short, I pray you let it be as merry as may be. Will you not play me a tune to dance to before I die?"" The Wolf saw no objection to having some music before his dinner: so he took out his pipe and began to play, while the Kid danced before him. Before many minutes were passed the gods who guarded the flock heard the sound and came up to see what was going on. They no sooner clapped eyes on the Wolf than they gave chase and drove him away. As he ran off, he turned and said to the Kid, ""It's what I thoroughly deserve: my trade is the butcher's, and I had no business to turn piper to please you.""",,0.2515438,0.25305322,0.22065917,0.22778827,0.25927293,0.25426838,0.2639252,0.23913278,0.27651203,0.2443268,sanctity.virtue,0.27651203
