verse_number,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
117,மங்கை கைகேய் சொற்கேட்டு மன்னர்புகழ் தசரதனும் மரணம் னான் செங்கமலச் சீதை சொல்லை சீராமன் கேட்டவுடன் சென்றான் மான் பின் தங்கையவள் சொற்கேட்ட இராவணனும் கிளையோடு தானும் மாண்டான் நங்கையர் சொல் கேட்ப தெல்லாம் கேடுவரும் பேருலகோர் நகைப்பர் தாமே.,0.5558344,0.5935246,0.56616926,0.57217896,0.5789426,0.5661818,0.6040476,0.5688034,0.625718,0.610495,sanctity.virtue,0.625718
118,ஆதியாம் இருவர் நட்புக்கு அவமதிப்புற்று அவர்க்குள் சூதினால் கபடம் செய்து துணை பிரிந்திடுவது என்றால் வேதியன் பவளவாயில் வேசைதாய் பச்சைநாவி ஊதிய கதை போலாகி உறு நரகு எய்துவாரே.,0.40284467,0.46672752,0.4219631,0.5062851,0.49692458,0.50004107,0.4253683,0.47921836,0.43948698,0.5325267,sanctity.vice,0.5325267
119,அருமையும் பெருமையும் தானும் அறிந்துடன் படுவர் தம்பால் இருமையும் ஒருமையாகும் இன்புறற்கு ஏது உண்டாம் பரிவு இலாச் சகுனி போலப் பண்பு கெட்டவர்கள் தம்மால் ஒருமையின்ல் நரகம் எய்தும் அதுவே உயரும் மன்னோ.,0.6264483,0.57657343,0.5685608,0.56822205,0.6340368,0.5464543,0.5914298,0.55747473,0.6359869,0.6032243,sanctity.virtue,0.6359869
120,ஒருவனே இரண்டு யாக்கை ஊன்பொதியான நாற்றம் உருவமும் புகழுமாகும் அதற்குள் நீ இன்பமுற்று மருவிய யாக்கை இங்கே மாய்த்திடு மாற்றி யாக்கை திறமதாய் உலகம் ஏத்தச் சிறந்து பின் நிற்குமன்றே.,0.38691583,0.40358812,0.37447762,0.42300034,0.4239428,0.3710765,0.42675745,0.3490887,0.45366853,0.47712886,sanctity.vice,0.47712886
121,வேலியானது பயிர்தனை மேய்ந்திட விதித்தால் காலனானவன் உயிர்தனைக் கவர்ந்திட நினைத்தால்யா ஆலம் அன்னையர் பாலகர்க்கு அருத்துவ தானால் மேலிது ஓர்ந்துடன் யார்கொலோ விலக்குவர் வேந்தே.,0.5300326,0.46823746,0.44994846,0.40636176,0.4997716,0.39564258,0.4932326,0.40896934,0.5058949,0.4989924,care.virtue,0.5300326
122,அறம் கெடும் நிதியும் குன்றும் வியும் மாயும் காலன் நிறம் கெடும் மதியும் போகி நீண்டதோர் நரகில் சேர்க்கும் மறம் கெடும் மறையோர் மன்னர் வணிகர் நல் உழவோரென்னும் குலம் கெடும் வேசை மாதர் குணங்களை விரும்பினோர்க்கே.,0.5658071,0.57995117,0.5090887,0.5671021,0.56839687,0.54240274,0.6020951,0.5051721,0.5978398,0.61465645,sanctity.vice,0.61465645
123,அரவிந்த நண்பன் சுதன் தம்பிமைத்துனன் அண்ணன் கையில் வரமுந்தி ஆயுதம் பூண்டவன் காணும்மற்று அங்கவனே பரமன் திகிரியை ஏந்திய மைந்தன் பகைவன் வெற்பை உரமன் றெடுத்தவன் மாற்றான் தன் சேவகன் ஒண்தொடியே.,0.5142467,0.40917015,0.44019583,0.41039595,0.49004105,0.4435656,0.4999622,0.42233217,0.47528562,0.40782976,care.virtue,0.5142467
124,சங்கரன் தேவி தமையன் மனைவி தனக்கு மூத்தாள் ஆங்கவள் ஏறிய வாகனம் காணிவள் மற்றங்கவளோ கொங்கைகள் ஈரைந்து உடையவளாயிக் குவலயத்தில் எங்கு திரியும் வையிரவர் ஊர்தி என்றே நினையே.,0.41104084,0.36949438,0.40131512,0.42434096,0.47733524,0.3855338,0.49749252,0.38009548,0.46731284,0.42771477,authority.virtue,0.49749252
125,இந்திர பதங்கள் குன்றும் இறையவர் பதங்கள் மாறும் மந்திர நிலைகள் பேர மறுகயல் வறுமையாகும் சந்திரன் கதிரோன் சாயும் தரணியில் தேசு மாளும் அந்தணர் கருமம் குன்றின் யாவரே வாழ்வர் மண்ணில்?,0.40752912,0.37760705,0.35006952,0.3830212,0.37393552,0.39224747,0.39841968,0.3925053,0.47729442,0.39715236,sanctity.virtue,0.47729442
126,என் அனைக் கன்று முத்தனைக் குனிக்கும் இறையனை அனைக்குமே அன்று மன்னனுக்கு அன்று பிள்ளைக்கு உதவா அன்பினால் வருந்தி வாடுவனோ முன்னைக் கொன்று பின்னனைப் புரந்த முதுபகை வன்பிதா உறாமல் கன்னனைக் கொன்று விசயனைப் காத்த கவத்துவ இராம கிருட்டினனே.,0.56168425,0.47495162,0.42030567,0.37153307,0.4362063,0.40658122,0.4672464,0.39826196,0.55216646,0.4581341,care.virtue,0.56168425
127,பண்புளருக் கோர் பறவை பாவத்திற் கோர் இலக்கம் நண்பிலரைக் கண்டக்கால் நாற்காலி - திண்புவியை ஆள்வார் மதுரை அழகிய சொக்கர்க் கரவம் நீள்வாகன நன் னிலம்.,0.47833186,0.477083,0.4644431,0.5175872,0.56816846,0.50194603,0.55856085,0.4817513,0.5394254,0.56627536,loyalty.virtue,0.56816846
128,சிறுவன் அனை பயறு செந்நெல் கடுகு மறி திகிரி வண்டு மணி நூல் பொறியரவம் வெற்றேறு புள் அன்னம் வேதன் அரன் மாலுக்குக் கற்றாழம் பூவே கறி.,0.3248573,0.2854522,0.2422991,0.29170266,0.30723095,0.2477355,0.29594916,0.27533102,0.33388883,0.354413,sanctity.vice,0.354413
129,சிரம் பார்த்தான் ஈசன் அயன் தேவி தனைப் பார்த்தான் கரம் பார்த்தான் செங்கமலக் கண்ணன் - உரஞ்சேர் மலை வளைத்த திண்புயத்து வண்ணான் சீராமன் கலை வெளுத்த நேர்த்திதனைக் கண்டு.,0.44067168,0.39156026,0.39481106,0.39122534,0.40471604,0.3943094,0.4425553,0.38453668,0.51388747,0.4133867,sanctity.virtue,0.51388747
130,கரிஎன்று பொன்மிகும்பை ஏறக் கற்றவர் சூழ்ந்து தொழ எரி என்னும் செல்வன் துலாத்தினில் ஏற இருண்ட மஞ்சு சொரிகின்ற நாகமின் சோற்றினிலேறித் தொடர்ந்து வர நரி ஒன்று சொந்தக் கனலேறி வந்தது நங்களத்தே.,0.36313224,0.35510913,0.32541668,0.36496246,0.4058727,0.33442518,0.41325444,0.32945162,0.4372331,0.44189858,sanctity.vice,0.44189858
131,ஒரு பாதி மால் கொள மற்று ஒரு பாதி உமையவள் கொண்டு இரு பாதி யாலும் இறந்தான் புராரி இரு நிதியோ பெருவாரிதியில் பிறைவானில் சர்ப்பம் பிலத்தில் கற்ப தருவான போச கொடை உன்கை ஓடு என்கை தந்தனனே.,0.45260966,0.4005159,0.37168723,0.3425057,0.39876604,0.33078903,0.4193418,0.3194247,0.45754525,0.44954115,sanctity.virtue,0.45754525
132,கம்பமத கடகளிற்றான் தில்லை வாழும் கணபதிதன் பெருவயிற்றைக் கண்டு வாடி உம்பர் எலாம் விழித்திருந்தார் அயில்வேல் செங்கை உடைய அறுமுகவனும் கண்ணீர் ஆறானான் பம்பு சுடர்க் கண்ணனுமோ நஞ்சுண்டான் மால் பயம் அடைந்தான் உமையும் உடல் பாதியானாள் அம்புவியைப் படைத்திடுதல் அவமதே என்று அயனும் அன்னம் இறங்காமல் அலைகின்றானே.,0.41979772,0.410464,0.300769,0.32961172,0.35663188,0.33962077,0.3814507,0.3261699,0.47972965,0.4948821,sanctity.vice,0.4948821
133,காமமே குலத்தினையும் நலத்தினையும் கெடுக்க வந்த களங்கம் காமமே தரித்திரங்கள் அனைத்தையும் புகட்டி வைக்கும் கடாரம் காமமே பரகதிக்குச் செல்லாமல் வழி அடைக்கும் கபாடம் காமமே அனைவரையும் பகையாக்கிக் கழுத்தரியும் கத்திதானே.,0.5043915,0.6238186,0.48958874,0.60398495,0.5702728,0.61075485,0.53877854,0.56950784,0.5503004,0.6354085,sanctity.vice,0.6354085
134,தடாரி தண்ணுமை பேரிகை சல்லரி இடக்கை கடாக மெங்கணும் அதிர்ந்திட ஒலித்திடக் காணல் விடாத நாண் அகன் றன்னிய புருடனை விழைந்தே அடாது செய்த மங்கையர் வசை ஒலித்தல் போலாமே.,0.55722904,0.5565486,0.5208155,0.53001267,0.594908,0.5130013,0.58218324,0.53351045,0.6114821,0.61037827,sanctity.virtue,0.6114821
135,தண்டுல மிளகின் தூள் புளி உப்பு தாலளிதம் பாத்திரம் எதேஷ்டம் தாம்புநீர் தோற்றம் ஊன்று கோல் ஆடை சக்கி முக்கிக் கை ராந்தல் கண்டகம் காண்பான் பூசை முஸ்தீபு கற்குடை ஏவல் சிற்றுண்டி கம்பளி ஊசி நூல் எழுத்தாணி கரண்டகம் கண்ட மேல் தங்கி துண்டம் ஊறியகாய் கரண்டி நல்லெண்ணெய் துட்டுடன் பூட்டுமே கத்தி சொல்லிய எல்லாம் குறைவறத் திருத்தித் தொகுத்துப் பல்வகையின் இனிதமைத்துப் பெண்டுகள் துணையோடு எய்து வாகனனாய்ப் பெருநிலை நீர் நிழல் விறகு பிரஜையும் தங்கும் இடம் சமைத்துண்டு புறப்படல் யாத்திரைக்கு அழகே.,0.33697954,0.2928478,0.24250719,0.31355166,0.32358214,0.30825454,0.3207177,0.2910805,0.4238271,0.39871925,sanctity.virtue,0.4238271
